Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Operating Profit,Operating Margin,Sales Method
West Gear,1128299,1/5/2020,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,43,87,1870.5,0.5,Online
West Gear,1128299,1/6/2020,West,Nevada,Las Vegas,Men's Apparel,47,70,2138.5,0.65,Online
West Gear,1128299,1/7/2020,West,Nevada,Las Vegas,Women's Apparel,41,128,1574.4,0.3,Online
West Gear,1128299,1/8/2020,West,Nevada,Las Vegas,Men's Street Footwear,34,158,2686,0.5,Online
West Gear,1128299,1/9/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,43,128,2201.6,0.4,Online
West Gear,1128299,1/10/2020,West,Nevada,Las Vegas,Women's Street Footwear,41,119,2585.87,0.53,Online
West Gear,1128299,1/11/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,44,74,1497.76,0.46,Online
West Gear,1128299,1/12/2020,West,Nevada,Las Vegas,Men's Apparel,46,52,1674.4,0.7,Online
West Gear,1128299,1/13/2020,West,Nevada,Las Vegas,Women's Apparel,41,116,1617.04,0.34,Online
West Gear,1128299,1/14/2020,West,Nevada,Las Vegas,Men's Street Footwear,43,160,3784,0.55,Online
West Gear,1128299,1/15/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,50,120,2400,0.4,Online
West Gear,1128299,1/16/2020,West,Nevada,Las Vegas,Women's Street Footwear,52,104,2866.24,0.53,Online
West Gear,1128299,1/17/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,50,84,1974,0.47,Online
West Gear,1128299,1/18/2020,West,Nevada,Las Vegas,Men's Apparel,55,47,1809.5,0.7,Online
West Gear,1128299,1/19/2020,West,Nevada,Las Vegas,Women's Apparel,54,94,1725.84,0.34,Online
West Gear,1128299,1/20/2020,West,Nevada,Las Vegas,Men's Street Footwear,58,143,4229.94,0.51,Online
West Gear,1128299,1/21/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,62,102,2403.12,0.38,Online
West Gear,1128299,1/22/2020,West,Nevada,Las Vegas,Women's Street Footwear,61,120,3879.6,0.53,Online
West Gear,1128299,1/23/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,59,75,2035.5,0.46,Online
West Gear,1128299,1/24/2020,West,Nevada,Las Vegas,Men's Apparel,63,52,2162.16,0.66,Online
West Gear,1128299,1/25/2020,West,Nevada,Las Vegas,Women's Apparel,78,95,2519.4,0.34,Online
West Gear,1128299,1/26/2020,West,Nevada,Las Vegas,Men's Street Footwear,58,149,5012.36,0.58,Online
West Gear,1128299,1/27/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,60,104,2683.2,0.43,Online
West Gear,1128299,1/28/2020,West,Nevada,Las Vegas,Women's Street Footwear,63,116,4165.56,0.57,Online
West Gear,1128299,1/29/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,57,90,2565,0.5,Online
West Gear,1128299,1/30/2020,West,Nevada,Las Vegas,Men's Apparel,60,60,2520,0.7,Online
West Gear,1128299,1/31/2020,West,Nevada,Las Vegas,Women's Apparel,78,131,3576.3,0.35,Online
West Gear,1128299,2/1/2020,West,Nevada,Las Vegas,Men's Street Footwear,56,189,6032.88,0.57,Online
West Gear,1128299,2/2/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,62,165,4194.3,0.41,Online
West Gear,1128299,2/3/2020,West,Nevada,Las Vegas,Women's Street Footwear,62,165,6035.7,0.59,Online
West Gear,1128299,2/4/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,58,111,3283.38,0.51,Online
West Gear,1128299,2/5/2020,West,Nevada,Las Vegas,Men's Apparel,59,81,3536.46,0.74,Online
West Gear,1128299,2/6/2020,West,Nevada,Las Vegas,Women's Apparel,73,174,5080.8,0.4,Online
West Gear,1128299,2/7/2020,West,Nevada,Las Vegas,Men's Street Footwear,58,218,6701.32,0.53,Online
West Gear,1128299,2/8/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,61,174,3821.04,0.36,Online
West Gear,1128299,2/9/2020,West,Nevada,Las Vegas,Women's Street Footwear,61,143,4623.19,0.53,Online
West Gear,1128299,2/10/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,55,117,3153.15,0.49,Online
West Gear,1128299,2/11/2020,West,Nevada,Las Vegas,Men's Apparel,60,130,5460,0.7,Online
West Gear,1128299,2/12/2020,West,Nevada,Las Vegas,Women's Apparel,78,145,3393,0.3,Online
West Gear,1128299,2/13/2020,West,Nevada,Las Vegas,Men's Street Footwear,62,210,6900.6,0.53,Online
West Gear,1128299,2/14/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,64,182,4542.72,0.39,Online
West Gear,1128299,2/15/2020,West,Nevada,Las Vegas,Women's Street Footwear,60,152,4742.4,0.52,Online
West Gear,1128299,2/16/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,64,124,3729.92,0.47,Online
West Gear,1128299,2/17/2020,West,Nevada,Las Vegas,Men's Apparel,68,138,6381.12,0.68,Online
West Gear,1128299,2/18/2020,West,Nevada,Las Vegas,Women's Apparel,78,108,2864.16,0.34,Online
West Gear,1128299,2/19/2020,West,Nevada,Las Vegas,Men's Street Footwear,56,174,4677.12,0.48,Online
West Gear,1128299,2/20/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,61,162,3359.88,0.34,Online
West Gear,1128299,2/21/2020,West,Nevada,Las Vegas,Women's Street Footwear,57,117,3334.5,0.5,Online
West Gear,1128299,2/22/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,58,112,2858.24,0.44,Online
West Gear,1128299,2/23/2020,West,Nevada,Las Vegas,Men's Apparel,67,120,4904.4,0.61,Online
West Gear,1128299,2/24/2020,West,Nevada,Las Vegas,Women's Apparel,74,113,2508.6,0.3,Online
West Gear,1128299,2/25/2020,West,Nevada,Las Vegas,Men's Street Footwear,56,138,3786.72,0.49,Online
West Gear,1128299,2/26/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,59,165,3407.25,0.35,Online
West Gear,1128299,2/27/2020,West,Nevada,Las Vegas,Women's Street Footwear,54,109,2648.7,0.45,Online
West Gear,1128299,2/28/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,54,105,2381.4,0.42,Online
West Gear,1128299,3/1/2020,West,Nevada,Las Vegas,Men's Apparel,63,81,3112.83,0.61,Online
West Gear,1128299,3/2/2020,West,Nevada,Las Vegas,Women's Apparel,68,94,1598,0.25,Online
West Gear,1128299,3/3/2020,West,Nevada,Las Vegas,Men's Street Footwear,57,155,4240.8,0.48,Online
West Gear,1128299,3/4/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,64,150,3264,0.34,Online
West Gear,1128299,3/5/2020,West,Nevada,Las Vegas,Women's Street Footwear,55,106,2681.8,0.46,Online
West Gear,1128299,3/6/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,56,108,2479.68,0.41,Online
West Gear,1128299,3/7/2020,West,Nevada,Las Vegas,Men's Apparel,64,88,3604.48,0.64,Online
West Gear,1128299,3/8/2020,West,Nevada,Las Vegas,Women's Apparel,68,133,2351.44,0.26,Online
West Gear,1128299,3/9/2020,West,Nevada,Las Vegas,Men's Street Footwear,58,196,5342.96,0.47,Online
West Gear,1128299,3/10/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,62,189,3984.12,0.34,Online
West Gear,1128299,3/11/2020,West,Nevada,Las Vegas,Women's Street Footwear,59,119,3299.87,0.47,Online
West Gear,1128299,3/12/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,57,133,3335.64,0.44,Online
West Gear,1128299,3/13/2020,West,Nevada,Las Vegas,Men's Apparel,69,112,4636.8,0.6,Online
West Gear,1128299,3/14/2020,West,Nevada,Las Vegas,Women's Apparel,74,150,2997,0.27,Online
West Gear,1128299,3/15/2020,West,Nevada,Las Vegas,Men's Street Footwear,28,123,1722,0.5,Online
West Gear,1128299,3/16/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,38,123,1542.42,0.33,Online
West Gear,1128299,3/17/2020,West,Nevada,Las Vegas,Women's Street Footwear,39,115,2063.1,0.46,Online
West Gear,1128299,3/18/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,38,72,1231.2,0.45,Online
West Gear,1128299,3/19/2020,West,Colorado,Denver,Men's Apparel,41,56,1469.44,0.64,Online
West Gear,1128299,3/20/2020,West,Colorado,Denver,Women's Apparel,37,128,1231.36,0.26,Online
West Gear,1128299,3/21/2020,West,Colorado,Denver,Men's Street Footwear,27,131,1697.76,0.48,Online
West Gear,1128299,3/22/2020,West,Colorado,Denver,Men's Athletic Footwear,38,111,1265.4,0.3,Online
West Gear,1128299,3/23/2020,West,Colorado,Denver,Women's Street Footwear,38,123,2337,0.5,Online
West Gear,1128299,3/24/2020,West,Colorado,Denver,Women's Athletic Footwear,36,72,1166.4,0.45,Online
West Gear,1128299,3/25/2020,West,Colorado,Denver,Men's Apparel,43,58,1546.28,0.62,Online
West Gear,1128299,3/26/2020,West,Colorado,Denver,Women's Apparel,37,116,1158.84,0.27,Online
West Gear,1128299,3/27/2020,West,Colorado,Denver,Men's Street Footwear,37,165,2930.4,0.48,Online
West Gear,1128299,3/28/2020,West,Colorado,Denver,Men's Athletic Footwear,48,112,1827.84,0.34,Online
West Gear,1128299,3/29/2020,West,Colorado,Denver,Women's Street Footwear,51,116,2898.84,0.49,Online
West Gear,1128299,3/30/2020,West,Colorado,Denver,Women's Athletic Footwear,51,90,1973.7,0.43,Online
West Gear,1128299,3/31/2020,West,Colorado,Denver,Men's Apparel,56,39,1310.4,0.6,Online
West Gear,1128299,4/1/2020,West,Colorado,Denver,Women's Apparel,52,95,1432.6,0.29,Online
West Gear,1128299,4/2/2020,West,Colorado,Denver,Men's Street Footwear,55,131,3386.35,0.47,Online
West Gear,1128299,4/3/2020,West,Colorado,Denver,Men's Athletic Footwear,59,94,1941.1,0.35,Online
West Gear,1128299,4/4/2020,West,Colorado,Denver,Women's Street Footwear,61,113,3446.5,0.5,Online
West Gear,1128299,4/5/2020,West,Colorado,Denver,Women's Athletic Footwear,56,74,1781.92,0.43,Online
West Gear,1128299,4/6/2020,West,Colorado,Denver,Men's Apparel,62,44,1664.08,0.61,Online
West Gear,1128299,4/7/2020,West,Colorado,Denver,Women's Apparel,72,98,1764,0.25,Online
West Gear,1128299,4/8/2020,West,Colorado,Denver,Men's Street Footwear,55,131,4395.05,0.61,Online
West Gear,1128299,4/9/2020,West,Colorado,Denver,Men's Athletic Footwear,60,105,2898,0.46,Online
West Gear,1128299,4/10/2020,West,Colorado,Denver,Women's Street Footwear,59,98,3469.2,0.6,Online
West Gear,1128299,4/11/2020,West,Colorado,Denver,Women's Athletic Footwear,58,69,2361.18,0.59,Online
West Gear,1128299,4/12/2020,West,Colorado,Denver,Men's Apparel,63,44,2106.72,0.76,Online
West Gear,1128299,4/13/2020,West,Colorado,Denver,Women's Apparel,74,133,4232.06,0.43,Online
West Gear,1128299,4/14/2020,West,Colorado,Denver,Men's Street Footwear,54,189,6531.84,0.64,Online
West Gear,1128299,4/15/2020,West,Colorado,Denver,Men's Athletic Footwear,59,144,4248,0.5,Online
West Gear,1128299,4/16/2020,West,Colorado,Denver,Women's Street Footwear,64,150,6144,0.64,Online
West Gear,1128299,4/17/2020,West,Colorado,Denver,Women's Athletic Footwear,62,135,5022,0.6,Online
West Gear,1128299,4/18/2020,West,Colorado,Denver,Men's Apparel,66,91,4624.62,0.77,Online
West Gear,1128299,4/19/2020,West,Colorado,Denver,Women's Apparel,83,181,6459.89,0.43,Online
West Gear,1128299,4/20/2020,West,Colorado,Denver,Men's Street Footwear,64,202,7756.8,0.6,Online
West Gear,1128299,4/21/2020,West,Colorado,Denver,Men's Athletic Footwear,67,188,5038.4,0.4,Online
West Gear,1128299,4/22/2020,West,Colorado,Denver,Women's Street Footwear,67,161,5932.85,0.55,Online
West Gear,1128299,4/23/2020,West,Colorado,Denver,Women's Athletic Footwear,61,143,4535.96,0.52,Online
West Gear,1128299,4/24/2020,West,Colorado,Denver,Men's Apparel,67,131,6143.9,0.7,Online
West Gear,1128299,4/25/2020,West,Colorado,Denver,Women's Apparel,78,137,4274.4,0.4,Online
West Gear,1128299,4/26/2020,West,Colorado,Denver,Men's Street Footwear,63,196,7285.32,0.59,Online
West Gear,1128299,4/27/2020,West,Colorado,Denver,Men's Athletic Footwear,73,189,5794.74,0.42,Online
West Gear,1128299,4/28/2020,West,Colorado,Denver,Women's Street Footwear,67,143,5461.17,0.57,Online
West Gear,1128299,4/29/2020,West,Colorado,Denver,Women's Athletic Footwear,63,135,4592.7,0.54,Online
West Gear,1128299,4/30/2020,West,Colorado,Denver,Men's Apparel,74,140,7562.8,0.73,Online
West Gear,1128299,5/1/2020,West,Colorado,Denver,Women's Apparel,74,100,2590,0.35,Online
West Gear,1128299,5/2/2020,West,Colorado,Denver,Men's Street Footwear,59,162,5065.74,0.53,Online
West Gear,1128299,5/3/2020,West,Colorado,Denver,Men's Athletic Footwear,69,168,4173.12,0.36,Online
West Gear,1128299,5/4/2020,West,Colorado,Denver,Women's Street Footwear,60,113,3390,0.5,Online
West Gear,1128299,5/5/2020,West,Colorado,Denver,Women's Athletic Footwear,59,100,2832,0.48,Online
West Gear,1128299,5/6/2020,West,Colorado,Denver,Men's Apparel,74,120,6127.2,0.69,Online
West Gear,1128299,5/7/2020,West,Colorado,Denver,Women's Apparel,65,106,2135.9,0.31,Online
West Gear,1128299,5/8/2020,West,Colorado,Denver,Men's Street Footwear,51,137,3493.5,0.5,Online
West Gear,1128299,5/9/2020,West,Colorado,Denver,Men's Athletic Footwear,54,152,2872.8,0.35,Online
West Gear,1128299,5/10/2020,West,Colorado,Denver,Women's Street Footwear,51,102,2601,0.5,Online
West Gear,1128299,5/11/2020,West,Colorado,Denver,Women's Athletic Footwear,53,85,2072.3,0.46,Online
West Gear,1128299,5/12/2020,West,Colorado,Denver,Men's Apparel,64,75,3168,0.66,Online
West Gear,1128299,5/13/2020,West,Colorado,Denver,Women's Apparel,65,105,2047.5,0.3,Online
West Gear,1128299,5/14/2020,West,Colorado,Denver,Men's Street Footwear,52,150,4290,0.55,Online
West Gear,1128299,5/15/2020,West,Colorado,Denver,Men's Athletic Footwear,55,150,3052.5,0.37,Online
West Gear,1128299,5/16/2020,West,Colorado,Denver,Women's Street Footwear,51,128,3459.84,0.53,Online
West Gear,1128299,5/17/2020,West,Colorado,Denver,Women's Athletic Footwear,60,116,3340.8,0.48,Online
West Gear,1128299,5/18/2020,West,Colorado,Denver,Men's Apparel,68,105,4926.6,0.69,Online
West Gear,1128299,5/19/2020,West,Colorado,Denver,Women's Apparel,73,130,2941.9,0.31,Online
West Gear,1128299,5/20/2020,West,Colorado,Denver,Men's Street Footwear,59,203,6228.04,0.52,Online
West Gear,1128299,5/21/2020,West,Colorado,Denver,Men's Athletic Footwear,64,182,4426.24,0.38,Online
West Gear,1128299,5/22/2020,West,Colorado,Denver,Women's Street Footwear,60,125,4125,0.55,Online
West Gear,1128299,5/23/2020,West,Colorado,Denver,Women's Athletic Footwear,63,125,3543.75,0.45,Online
West Gear,1128299,5/24/2020,West,Colorado,Denver,Men's Apparel,68,115,5239.4,0.67,Online
West Gear,1128299,5/25/2020,West,Colorado,Denver,Women's Apparel,75,137,3390.75,0.33,Online
West Gear,1128299,5/26/2020,West,Colorado,Denver,Men's Street Footwear,36,117,1726.92,0.41,Online
West Gear,1128299,5/27/2020,West,Colorado,Denver,Men's Athletic Footwear,48,131,2515.2,0.4,Online
West Gear,1128299,5/28/2020,West,Colorado,Denver,Women's Street Footwear,46,135,2173.5,0.35,Online
West Gear,1128299,5/29/2020,West,Colorado,Denver,Women's Athletic Footwear,49,78,1567.02,0.41,Online
West Gear,1128299,5/30/2020,West,Washington,Seattle,Men's Apparel,51,73,1451.97,0.39,Online
West Gear,1128299,5/31/2020,West,Washington,Seattle,Women's Apparel,46,125,1782.5,0.31,Online
West Gear,1128299,6/1/2020,West,Washington,Seattle,Men's Street Footwear,36,138,2136.24,0.43,Online
West Gear,1128299,6/2/2020,West,Washington,Seattle,Men's Athletic Footwear,47,131,2401.23,0.39,Online
West Gear,1128299,6/3/2020,West,Washington,Seattle,Women's Street Footwear,47,122,2236.26,0.39,Online
West Gear,1128299,6/4/2020,West,Washington,Seattle,Women's Athletic Footwear,48,87,1753.92,0.42,Online
West Gear,1128299,6/5/2020,West,Washington,Seattle,Men's Apparel,52,65,1352,0.4,Online
West Gear,1128299,6/6/2020,West,Washington,Seattle,Women's Apparel,46,123,1753.98,0.31,Online
West Gear,1128299,6/7/2020,West,Washington,Seattle,Men's Street Footwear,46,167,3456.9,0.45,Online
West Gear,1128299,6/8/2020,West,Washington,Seattle,Men's Athletic Footwear,58,115,2401.2,0.36,Online
West Gear,1128299,6/9/2020,West,Washington,Seattle,Women's Street Footwear,60,115,2760,0.4,Online
West Gear,1128299,6/10/2020,West,Washington,Seattle,Women's Athletic Footwear,64,85,2284.8,0.42,Online
West Gear,1128299,6/11/2020,West,Washington,Seattle,Men's Apparel,69,46,1206.12,0.38,Online
West Gear,1128299,6/12/2020,West,Washington,Seattle,Women's Apparel,62,105,2213.4,0.34,Online
West Gear,1128299,6/13/2020,West,Washington,Seattle,Men's Street Footwear,68,160,4787.2,0.44,Online
West Gear,1128299,6/14/2020,West,Washington,Seattle,Men's Athletic Footwear,71,88,2436.72,0.39,Online
West Gear,1128299,6/15/2020,West,Washington,Seattle,Women's Street Footwear,74,120,3463.2,0.39,Online
West Gear,1128299,6/16/2020,West,Washington,Seattle,Women's Athletic Footwear,55,90,2079,0.42,Online
West Gear,1128299,6/17/2020,West,Washington,Seattle,Men's Apparel,59,56,1321.6,0.4,Online
West Gear,1128299,6/18/2020,West,Washington,Seattle,Women's Apparel,78,88,2196.48,0.32,Online
West Gear,1128299,6/19/2020,West,Washington,Seattle,Men's Street Footwear,55,165,3720.75,0.41,Online
West Gear,1128299,6/20/2020,West,Washington,Seattle,Men's Athletic Footwear,60,108,2462.4,0.38,Online
West Gear,1128299,6/21/2020,West,Washington,Seattle,Women's Street Footwear,61,120,2781.6,0.38,Online
West Gear,1128299,6/22/2020,West,Washington,Seattle,Women's Athletic Footwear,59,90,2336.4,0.44,Online
West Gear,1128299,6/23/2020,West,Washington,Seattle,Men's Apparel,60,52,1185.6,0.38,Online
West Gear,1128299,6/24/2020,West,Washington,Seattle,Women's Apparel,75,125,3093.75,0.33,Online
West Gear,1128299,6/25/2020,West,Washington,Seattle,Men's Street Footwear,71,195,5814.9,0.42,Online
West Gear,1128299,6/26/2020,West,Washington,Seattle,Men's Athletic Footwear,74,188,5147.44,0.37,Online
West Gear,1128299,6/27/2020,West,Washington,Seattle,Women's Street Footwear,72,163,4459.68,0.38,Online
West Gear,1128299,6/28/2020,West,Washington,Seattle,Women's Athletic Footwear,75,125,3750,0.4,Online
West Gear,1128299,6/29/2020,West,Washington,Seattle,Men's Apparel,82,105,3357.9,0.39,Online
West Gear,1128299,6/30/2020,West,Washington,Seattle,Women's Apparel,98,182,6064.24,0.34,Online
West Gear,1128299,7/1/2020,West,Washington,Seattle,Men's Street Footwear,73,239,6978.8,0.4,Online
West Gear,1128299,7/2/2020,West,Washington,Seattle,Men's Athletic Footwear,82,182,5372.64,0.36,Online
West Gear,1128299,7/3/2020,West,Washington,Seattle,Women's Street Footwear,78,175,4777.5,0.35,Online
West Gear,1128299,7/4/2020,West,Washington,Seattle,Women's Athletic Footwear,78,137,4381.26,0.41,Online
West Gear,1128299,7/5/2020,West,Washington,Seattle,Men's Apparel,77,144,3880.8,0.35,Online
West Gear,1128299,7/6/2020,West,Washington,Seattle,Women's Apparel,95,155,5153.75,0.35,Online
West Gear,1128299,7/7/2020,West,Washington,Seattle,Men's Street Footwear,80,217,7812,0.45,Online
West Gear,1128299,7/8/2020,West,Washington,Seattle,Men's Athletic Footwear,77,210,6306.3,0.39,Online
West Gear,1128299,7/9/2020,West,Washington,Seattle,Women's Street Footwear,73,163,4164.65,0.35,Online
West Gear,1128299,7/10/2020,West,Washington,Seattle,Women's Athletic Footwear,74,155,5046.8,0.44,Online
West Gear,1128299,7/11/2020,West,Washington,Seattle,Men's Apparel,71,155,4291.95,0.39,Online
West Gear,1128299,7/12/2020,West,Washington,Seattle,Women's Apparel,76,108,2708.64,0.33,Online
West Gear,1128299,7/13/2020,West,Washington,Seattle,Men's Street Footwear,64,156,4093.44,0.41,Online
West Gear,1128299,7/14/2020,West,Washington,Seattle,Men's Athletic Footwear,71,174,4323.9,0.35,Online
West Gear,1128299,7/15/2020,West,Washington,Seattle,Women's Street Footwear,63,135,3146.85,0.37,Online
West Gear,1128299,7/16/2020,West,Washington,Seattle,Women's Athletic Footwear,67,112,3001.6,0.4,Online
West Gear,1128299,7/17/2020,West,Washington,Seattle,Men's Apparel,72,111,3196.8,0.4,Online
West Gear,1128299,7/18/2020,West,Washington,Seattle,Women's Apparel,62,113,2452.1,0.35,Online
West Gear,1128299,7/19/2020,West,Washington,Seattle,Men's Street Footwear,58,149,3456.8,0.4,Online
West Gear,1128299,7/20/2020,West,Washington,Seattle,Men's Athletic Footwear,64,138,3267.84,0.37,Online
West Gear,1128299,7/21/2020,West,Washington,Seattle,Women's Street Footwear,56,113,2278.08,0.36,Online
West Gear,1128299,7/22/2020,West,Washington,Seattle,Women's Athletic Footwear,58,98,2500.96,0.44,Online
West Gear,1128299,7/23/2020,West,Washington,Seattle,Men's Apparel,69,94,2270.1,0.35,Online
West Gear,1128299,7/24/2020,West,Washington,Seattle,Women's Apparel,71,101,2509.85,0.35,Online
West Gear,1128299,7/25/2020,West,Washington,Seattle,Men's Street Footwear,54,162,3849.12,0.44,Online
West Gear,1128299,7/26/2020,West,Washington,Seattle,Men's Athletic Footwear,60,188,4173.6,0.37,Online
West Gear,1128299,7/27/2020,West,Washington,Seattle,Women's Street Footwear,54,124,2477.52,0.37,Online
West Gear,1128299,7/28/2020,West,Washington,Seattle,Women's Athletic Footwear,69,117,3471.39,0.43,Online
West Gear,1128299,7/29/2020,West,Washington,Seattle,Men's Apparel,85,115,3910,0.4,Online
West Gear,1128299,7/30/2020,West,Washington,Seattle,Women's Apparel,88,138,3764.64,0.31,Online
West Gear,1128299,7/31/2020,West,Washington,Seattle,Men's Street Footwear,78,188,5865.6,0.4,Online
West Gear,1128299,8/1/2020,West,Washington,Seattle,Men's Athletic Footwear,77,195,5705.7,0.38,Online
West Gear,1128299,8/2/2020,West,Washington,Seattle,Women's Street Footwear,73,138,3928.86,0.39,Online
West Gear,1128299,8/3/2020,West,Washington,Seattle,Women's Athletic Footwear,76,138,4509.84,0.43,Online
West Gear,1128299,8/4/2020,West,Washington,Seattle,Men's Apparel,82,133,4144.28,0.38,Online
West Gear,1128299,8/5/2020,West,Washington,Seattle,Women's Apparel,86,150,4386,0.34,Online
Foot Locker,1185732,8/6/2020,West,Washington,Seattle,Men's Street Footwear,44,273,6606.6,0.55,Online
Foot Locker,1185732,8/7/2020,West,Washington,Seattle,Men's Athletic Footwear,41,221,4439.89,0.49,Online
Foot Locker,1185732,8/8/2020,West,Washington,Seattle,Women's Street Footwear,34,230,3049.8,0.39,Online
Foot Locker,1185732,8/9/2020,West,Washington,Seattle,Women's Athletic Footwear,38,175,2660,0.4,Online
Foot Locker,1185732,8/10/2020,Southeast,Florida,Miami,Men's Apparel,50,195,4875,0.5,Online
Foot Locker,1185732,8/11/2020,Southeast,Florida,Miami,Women's Apparel,41,247,6278.74,0.62,Online
Foot Locker,1185732,8/12/2020,Southeast,Florida,Miami,Men's Street Footwear,43,319,7818.69,0.57,Online
Foot Locker,1185732,8/13/2020,Southeast,Florida,Miami,Men's Athletic Footwear,43,195,4108.65,0.49,Online
Foot Locker,1185732,8/14/2020,Southeast,Florida,Miami,Women's Street Footwear,32,240,2918.4,0.38,Online
West Gear,1185732,8/15/2020,Southeast,Florida,Miami,Women's Athletic Footwear,38,169,2825.68,0.44,Online
Foot Locker,1185732,8/16/2020,Southeast,Florida,Miami,Men's Apparel,53,218,5545.92,0.48,Online
Foot Locker,1185732,8/17/2020,Southeast,Florida,Miami,Women's Apparel,41,221,5889.65,0.65,Online
Foot Locker,1185732,8/18/2020,Southeast,Florida,Miami,Men's Street Footwear,41,268,6592.8,0.6,Online
Foot Locker,1185732,8/19/2020,Southeast,Florida,Miami,Men's Athletic Footwear,42,225,4536,0.48,Online
Foot Locker,1185732,8/20/2020,Southeast,Florida,Miami,Women's Street Footwear,32,217,2430.4,0.35,Online
Foot Locker,1185732,8/21/2020,Southeast,Florida,Miami,Women's Athletic Footwear,36,175,2520,0.4,Online
Foot Locker,1185732,8/22/2020,Southeast,Florida,Miami,Men's Apparel,53,182,4437.16,0.46,Online
Foot Locker,1185732,8/23/2020,Southeast,Florida,Miami,Women's Apparel,42,225,6048,0.64,Online
Foot Locker,1185732,4/24/2020,Southeast,Florida,Miami,Men's Street Footwear,42,256,6236.16,0.58,Online
Foot Locker,1185732,4/24/2020,Southeast,Florida,Miami,Men's Athletic Footwear,41,210,4305,0.5,Online
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Women's Street Footwear,32,203,2598.4,0.4,Online
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Women's Athletic Footwear,38,189,3231.9,0.45,Online
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Men's Apparel,52,196,4586.4,0.45,Online
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Women's Apparel,44,208,5491.2,0.6,Online
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Men's Street Footwear,52,300,8736,0.56,Online
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Men's Athletic Footwear,54,194,5238,0.5,Online
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Women's Street Footwear,47,188,3269.32,0.37,Online
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Women's Athletic Footwear,49,175,3687.25,0.43,Online
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Men's Apparel,58,196,5342.96,0.47,Online
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Women's Apparel,64,248,10158.08,0.64,Online
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Men's Street Footwear,55,290,9410.5,0.59,Online
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Men's Athletic Footwear,54,206,5450.76,0.49,Online
West Gear,1185732,9/7/2020,Southeast,Florida,Miami,Women's Street Footwear,49,208,3567.2,0.35,Online
West Gear,1185732,9/8/2020,Southeast,Florida,Miami,Women's Athletic Footwear,47,217,4079.6,0.4,Online
West Gear,1185732,9/9/2020,Southeast,Florida,Miami,Men's Apparel,62,233,7078.54,0.49,Online
West Gear,1185732,9/10/2020,Southeast,Florida,Miami,Women's Apparel,63,259,10606.05,0.65,Online
West Gear,1185732,9/11/2020,Southeast,Florida,Miami,Men's Street Footwear,60,299,10764,0.6,Online
West Gear,1185732,9/12/2020,Southeast,Florida,Miami,Men's Athletic Footwear,57,225,5899.5,0.46,Online
West Gear,1185732,9/13/2020,Southeast,Florida,Miami,Women's Street Footwear,50,215,3977.5,0.37,Online
West Gear,1185732,9/14/2020,Southeast,Florida,Miami,Women's Athletic Footwear,53,233,5310.07,0.43,Online
West Gear,1185732,9/15/2020,Southeast,Florida,Miami,Men's Apparel,61,208,6217.12,0.49,Online
West Gear,1185732,9/16/2020,Southeast,Florida,Miami,Women's Apparel,67,244,10626.2,0.65,Online
West Gear,1185732,9/17/2020,Southeast,Florida,Miami,Men's Street Footwear,60,304,10396.8,0.57,Online
West Gear,1185732,9/18/2020,Southeast,Florida,Miami,Men's Athletic Footwear,55,252,6237,0.45,Online
West Gear,1185732,9/19/2020,Southeast,Florida,Miami,Women's Street Footwear,53,231,4529.91,0.37,Online
